"ISCED97","GEO","AGE","SEX","WSTATUS","UNIT","TIME","Value","Flag and Footnotes"
"Not applicable","PT17","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PT18","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PT2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PT20","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PT3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PT30","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PTZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PTZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","RO","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","RO1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","RO11","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","RO12","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","RO2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","RO21","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","RO22","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","RO3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","RO31","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","RO32","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","RO4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","RO41","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","RO42","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ROZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ROZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SI","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SI0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SI01","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SI02","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SIZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SIZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SK","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SK0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SK01","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SK02","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SK03","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SK04","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SKZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SKZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FI","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FI1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FI19","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FI1B","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FI1C","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FI1D","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FI2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FI20","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FIZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FIZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SE","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SE1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SE11","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SE12","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SE2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SE21","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SE22","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SE23","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SE3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SE31","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SE32","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SE33","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SEZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","SEZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UK","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKC","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKC1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKC2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKD","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKD1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKD3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKD4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKD6","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKD7","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKE","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKE1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKE2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKE3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKE4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKF","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKF1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKF2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKF3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKG","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKG1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKG2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKG3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKH","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKH1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKH2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKH3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKI","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKI1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKI2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKJ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKJ1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKJ2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKJ3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKJ4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKK","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKK1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKK2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKK3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKK4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKL","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKL1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKL2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKM","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKM2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKM3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKM5","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKM6","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKN","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKN0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","UKZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EFTA","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","IS","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","IS0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","IS00","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ISZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ISZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LI","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LI0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LI00","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LIZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LIZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NO","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NO0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NO01","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NO02","Total","Total","Employed persons","Number","2011","0",""
