TIME,GEO,UNIT,Value,Flag and Footnotes
2018,SK04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SK04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,FI,Percentage,:,
2018,FI,Percentage of total population aged less than 60,10.8,
2018,FI,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,FI,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,FI1,Percentage,:,
2018,FI1,Percentage of total population aged less than 60,10.8,
2018,FI1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,FI1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,FI13,Percentage,:,
2018,FI13,Percentage of total population aged less than 60,:,
2018,FI13,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,FI13,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,FI18,Percentage,:,
2018,FI18,Percentage of total population aged less than 60,:,
2018,FI18,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,FI18,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,FI19_20,Percentage,:,
2018,FI19_20,Percentage of total population aged less than 60,13.1,
2018,FI19_20,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,FI19_20,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,FI1A,Percentage,:,
2018,FI1A,Percentage of total population aged less than 60,:,
2018,FI1A,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,FI1A,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,FI1B,Percentage,:,
2018,FI1B,Percentage of total population aged less than 60,7.3,
2018,FI1B,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,FI1B,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,FI1C,Percentage,:,
2018,FI1C,Percentage of total population aged less than 60,11.6,
2018,FI1C,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,FI1C,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,FI1D,Percentage,:,
2018,FI1D,Percentage of total population aged less than 60,12.1,
2018,FI1D,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,FI1D,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SE,Percentage,:,
2018,SE,Percentage of total population aged less than 60,9.1,
2018,SE,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SE,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SE1,Percentage,:,
2018,SE1,Percentage of total population aged less than 60,7.3,
2018,SE1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SE1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SE11,Percentage,:,
2018,SE11,Percentage of total population aged less than 60,5.7,
2018,SE11,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SE11,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SE12,Percentage,:,
2018,SE12,Percentage of total population aged less than 60,9.7,
2018,SE12,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SE12,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SE2,Percentage,:,
2018,SE2,Percentage of total population aged less than 60,10.5,
2018,SE2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SE2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SE21,Percentage,:,
2018,SE21,Percentage of total population aged less than 60,6.9,
2018,SE21,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SE21,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SE22,Percentage,:,
2018,SE22,Percentage of total population aged less than 60,13.7,
2018,SE22,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SE22,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SE23,Percentage,:,
2018,SE23,Percentage of total population aged less than 60,9.6,
2018,SE23,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SE23,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SE3,Percentage,:,
2018,SE3,Percentage of total population aged less than 60,9.8,
2018,SE3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SE3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SE31,Percentage,:,
2018,SE31,Percentage of total population aged less than 60,8.5,
2018,SE31,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SE31,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SE32,Percentage,:,
2018,SE32,Percentage of total population aged less than 60,15,
2018,SE32,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SE32,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SE33,Percentage,:,
2018,SE33,Percentage of total population aged less than 60,7.9,
2018,SE33,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SE33,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,UK,Percentage,:,
2018,UK,Percentage of total population aged less than 60,:,
2018,UK,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,UK,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,IS,Percentage,:,
2018,IS,Percentage of total population aged less than 60,:,
2018,IS,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,IS,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NO,Percentage,:,
2018,NO,Percentage of total population aged less than 60,9.2,
2018,NO,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NO,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NO01,Percentage,:,
2018,NO01,Percentage of total population aged less than 60,8.6,
2018,NO01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NO01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NO02,Percentage,:,
2018,NO02,Percentage of total population aged less than 60,12.3,
2018,NO02,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NO02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NO03,Percentage,:,
2018,NO03,Percentage of total population aged less than 60,9.3,
2018,NO03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NO03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NO04,Percentage,:,
2018,NO04,Percentage of total population aged less than 60,12,
2018,NO04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NO04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NO05,Percentage,:,
2018,NO05,Percentage of total population aged less than 60,5.9,
2018,NO05,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NO05,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NO06,Percentage,:,
2018,NO06,Percentage of total population aged less than 60,8.3,
2018,NO06,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NO06,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NO07,Percentage,:,
2018,NO07,Percentage of total population aged less than 60,10.3,
2018,NO07,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NO07,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,CH,Percentage,:,
2018,CH,Percentage of total population aged less than 60,6.1,
2018,CH,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,CH,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,CH01,Percentage,:,
2018,CH01,Percentage of total population aged less than 60,10.7,
2018,CH01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,CH01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,CH02,Percentage,:,
2018,CH02,Percentage of total population aged less than 60,4.9,
2018,CH02,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,CH02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,CH03,Percentage,:,
2018,CH03,Percentage of total population aged less than 60,7,
2018,CH03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,CH03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,CH04,Percentage,:,
2018,CH04,Percentage of total population aged less than 60,3.9,
